run_id,scene_id,scene_family,geometry_condition,direction_resolution,seed,target_id,l3_reason,l3_blocker_id,l3_joint_correct,l3_blocker_correct,advisory_action,predicted_action,advisory_match,post_validation_pass,raw_response
v26__scene_fc_clear_v05__L4__C5_D8__r01_s28101,scene_fc_clear_v05,FC_CLEAR,C5,D8,28101,62,NONE,,False,False,RETRIEVE,RETRIEVE,True,True,"{""action"": ""RETRIEVE""}"
v26__scene_fc_clear_v05__L4__C5_D8__r02_s28102,scene_fc_clear_v05,FC_CLEAR,C5,D8,28102,62,CLEARANCE_OVERLAP,82,True,True,RETRIEVE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_clear_v05__L4__C5_D8__r03_s28103,scene_fc_clear_v05,FC_CLEAR,C5,D8,28103,62,NONE,,False,False,RETRIEVE,RETRIEVE,True,True,"{""action"": ""RETRIEVE""}"
v26__scene_fc_clear_v05__L4__C5_D8__r04_s28104,scene_fc_clear_v05,FC_CLEAR,C5,D8,28104,62,CLEARANCE_OVERLAP,82,True,True,RETRIEVE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_clear_v05__L4__C5_D8__r05_s28105,scene_fc_clear_v05,FC_CLEAR,C5,D8,28105,62,NONE,,False,False,RETRIEVE,RETRIEVE,True,True,"{""action"": ""RETRIEVE""}"
v26__scene_lift_and_relocate_v01__L4__C5_D8__r01_s28101,scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C5,D8,28101,59,CLEARANCE_OVERLAP,64,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v01__L4__C5_D8__r02_s28102,scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C5,D8,28102,59,CLEARANCE_OVERLAP,64,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v01__L4__C5_D8__r03_s28103,scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C5,D8,28103,59,CLEARANCE_OVERLAP,64,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v01__L4__C5_D8__r04_s28104,scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C5,D8,28104,59,CLEARANCE_OVERLAP,64,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v01__L4__C5_D8__r05_s28105,scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,C5,D8,28105,59,CLEARANCE_OVERLAP,64,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v02__L4__C5_D8__r01_s28101,scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C5,D8,28101,70,CLEARANCE_OVERLAP,77,False,False,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v02__L4__C5_D8__r02_s28102,scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C5,D8,28102,70,CLEARANCE_OVERLAP,77,False,False,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v02__L4__C5_D8__r03_s28103,scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C5,D8,28103,70,CLEARANCE_OVERLAP,77,False,False,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v02__L4__C5_D8__r04_s28104,scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C5,D8,28104,70,CLEARANCE_OVERLAP,77,False,False,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v02__L4__C5_D8__r05_s28105,scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,C5,D8,28105,70,CLEARANCE_OVERLAP,77,False,False,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v03__L4__C5_D8__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D8,28101,12,CLEARANCE_OVERLAP,16,False,False,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v03__L4__C5_D8__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D8,28102,12,CLEARANCE_OVERLAP,35,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v03__L4__C5_D8__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D8,28103,12,CLEARANCE_OVERLAP,35,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v03__L4__C5_D8__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D8,28104,12,CLEARANCE_OVERLAP,35,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v03__L4__C5_D8__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,C5,D8,28105,12,CLEARANCE_OVERLAP,35,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v04__L4__C5_D8__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D8,28101,68,CLEARANCE_OVERLAP,30,False,False,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v04__L4__C5_D8__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D8,28102,68,CLEARANCE_OVERLAP,30,False,False,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v04__L4__C5_D8__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D8,28103,68,CLEARANCE_OVERLAP,73,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v04__L4__C5_D8__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D8,28104,68,CLEARANCE_OVERLAP,30,False,False,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v04__L4__C5_D8__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,C5,D8,28105,68,CLEARANCE_OVERLAP,30,False,False,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v05__L4__C5_D8__r01_s28101,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C5,D8,28101,43,CLEARANCE_OVERLAP,15,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v05__L4__C5_D8__r02_s28102,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C5,D8,28102,43,CLEARANCE_OVERLAP,15,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v05__L4__C5_D8__r03_s28103,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C5,D8,28103,43,CLEARANCE_OVERLAP,15,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v05__L4__C5_D8__r04_s28104,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C5,D8,28104,43,CLEARANCE_OVERLAP,15,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_lift_and_relocate_v05__L4__C5_D8__r05_s28105,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,C5,D8,28105,43,CLEARANCE_OVERLAP,15,False,True,LIFT_AND_RELOCATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v01__L4__C5_D8__r01_s28101,scene_rotate_v01,ROTATE,C5,D8,28101,12,CLEARANCE_OVERLAP,54,False,False,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v01__L4__C5_D8__r02_s28102,scene_rotate_v01,ROTATE,C5,D8,28102,12,CLEARANCE_OVERLAP,54,False,False,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v01__L4__C5_D8__r03_s28103,scene_rotate_v01,ROTATE,C5,D8,28103,12,CLEARANCE_OVERLAP,54,False,False,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v01__L4__C5_D8__r04_s28104,scene_rotate_v01,ROTATE,C5,D8,28104,12,CLEARANCE_OVERLAP,54,False,False,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v01__L4__C5_D8__r05_s28105,scene_rotate_v01,ROTATE,C5,D8,28105,12,CLEARANCE_OVERLAP,54,False,False,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v02__L4__C5_D8__r01_s28101,scene_rotate_v02,ROTATE,C5,D8,28101,38,CLEARANCE_OVERLAP,50,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v02__L4__C5_D8__r02_s28102,scene_rotate_v02,ROTATE,C5,D8,28102,38,CLEARANCE_OVERLAP,50,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v02__L4__C5_D8__r03_s28103,scene_rotate_v02,ROTATE,C5,D8,28103,38,CLEARANCE_OVERLAP,50,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v02__L4__C5_D8__r04_s28104,scene_rotate_v02,ROTATE,C5,D8,28104,38,CLEARANCE_OVERLAP,50,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v02__L4__C5_D8__r05_s28105,scene_rotate_v02,ROTATE,C5,D8,28105,38,CLEARANCE_OVERLAP,50,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v03__L4__C5_D8__r01_s28101,scene_rotate_v03,ROTATE,C5,D8,28101,83,CLEARANCE_OVERLAP,23,False,False,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v03__L4__C5_D8__r02_s28102,scene_rotate_v03,ROTATE,C5,D8,28102,83,CLEARANCE_OVERLAP,23,False,False,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v03__L4__C5_D8__r03_s28103,scene_rotate_v03,ROTATE,C5,D8,28103,83,CLEARANCE_OVERLAP,23,False,False,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v03__L4__C5_D8__r04_s28104,scene_rotate_v03,ROTATE,C5,D8,28104,83,CLEARANCE_OVERLAP,23,False,False,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v03__L4__C5_D8__r05_s28105,scene_rotate_v03,ROTATE,C5,D8,28105,83,CLEARANCE_OVERLAP,23,False,False,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v04__L4__C5_D8__r01_s28101,scene_rotate_v04,ROTATE,C5,D8,28101,47,CLEARANCE_OVERLAP,95,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v04__L4__C5_D8__r02_s28102,scene_rotate_v04,ROTATE,C5,D8,28102,47,CLEARANCE_OVERLAP,95,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v04__L4__C5_D8__r03_s28103,scene_rotate_v04,ROTATE,C5,D8,28103,47,CLEARANCE_OVERLAP,95,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v04__L4__C5_D8__r04_s28104,scene_rotate_v04,ROTATE,C5,D8,28104,47,CLEARANCE_OVERLAP,95,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v04__L4__C5_D8__r05_s28105,scene_rotate_v04,ROTATE,C5,D8,28105,47,CLEARANCE_OVERLAP,95,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v05__L4__C5_D8__r01_s28101,scene_rotate_v05,ROTATE,C5,D8,28101,44,CLEARANCE_OVERLAP,82,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v05__L4__C5_D8__r02_s28102,scene_rotate_v05,ROTATE,C5,D8,28102,44,CLEARANCE_OVERLAP,82,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v05__L4__C5_D8__r03_s28103,scene_rotate_v05,ROTATE,C5,D8,28103,44,CLEARANCE_OVERLAP,82,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v05__L4__C5_D8__r04_s28104,scene_rotate_v05,ROTATE,C5,D8,28104,44,CLEARANCE_OVERLAP,82,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_rotate_v05__L4__C5_D8__r05_s28105,scene_rotate_v05,ROTATE,C5,D8,28105,44,CLEARANCE_OVERLAP,82,False,True,ROTATE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v01__L4__C5_D8__r01_s28101,scene_translate_v01,TRANSLATE,C5,D8,28101,67,CLEARANCE_OVERLAP,35,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v01__L4__C5_D8__r02_s28102,scene_translate_v01,TRANSLATE,C5,D8,28102,67,CLEARANCE_OVERLAP,35,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v01__L4__C5_D8__r03_s28103,scene_translate_v01,TRANSLATE,C5,D8,28103,67,CLEARANCE_OVERLAP,35,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v01__L4__C5_D8__r04_s28104,scene_translate_v01,TRANSLATE,C5,D8,28104,67,CLEARANCE_OVERLAP,35,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v01__L4__C5_D8__r05_s28105,scene_translate_v01,TRANSLATE,C5,D8,28105,67,CLEARANCE_OVERLAP,35,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v02__L4__C5_D8__r01_s28101,scene_translate_v02,TRANSLATE,C5,D8,28101,45,CLEARANCE_OVERLAP,95,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v02__L4__C5_D8__r02_s28102,scene_translate_v02,TRANSLATE,C5,D8,28102,45,CLEARANCE_OVERLAP,95,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v02__L4__C5_D8__r03_s28103,scene_translate_v02,TRANSLATE,C5,D8,28103,45,CLEARANCE_OVERLAP,95,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v02__L4__C5_D8__r04_s28104,scene_translate_v02,TRANSLATE,C5,D8,28104,45,CLEARANCE_OVERLAP,95,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v02__L4__C5_D8__r05_s28105,scene_translate_v02,TRANSLATE,C5,D8,28105,45,CLEARANCE_OVERLAP,95,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v03__L4__C5_D8__r01_s28101,scene_translate_v03,TRANSLATE,C5,D8,28101,18,CLEARANCE_OVERLAP,45,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v03__L4__C5_D8__r02_s28102,scene_translate_v03,TRANSLATE,C5,D8,28102,18,CLEARANCE_OVERLAP,45,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v03__L4__C5_D8__r03_s28103,scene_translate_v03,TRANSLATE,C5,D8,28103,18,CLEARANCE_OVERLAP,45,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v03__L4__C5_D8__r04_s28104,scene_translate_v03,TRANSLATE,C5,D8,28104,18,CLEARANCE_OVERLAP,45,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v03__L4__C5_D8__r05_s28105,scene_translate_v03,TRANSLATE,C5,D8,28105,18,CLEARANCE_OVERLAP,45,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v04__L4__C5_D8__r01_s28101,scene_translate_v04,TRANSLATE,C5,D8,28101,13,CLEARANCE_OVERLAP,84,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v04__L4__C5_D8__r02_s28102,scene_translate_v04,TRANSLATE,C5,D8,28102,13,CLEARANCE_OVERLAP,41,False,False,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v04__L4__C5_D8__r03_s28103,scene_translate_v04,TRANSLATE,C5,D8,28103,13,CLEARANCE_OVERLAP,41,False,False,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v04__L4__C5_D8__r04_s28104,scene_translate_v04,TRANSLATE,C5,D8,28104,13,CLEARANCE_OVERLAP,84,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v04__L4__C5_D8__r05_s28105,scene_translate_v04,TRANSLATE,C5,D8,28105,13,CLEARANCE_OVERLAP,84,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v05__L4__C5_D8__r01_s28101,scene_translate_v05,TRANSLATE,C5,D8,28101,54,CLEARANCE_OVERLAP,79,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v05__L4__C5_D8__r02_s28102,scene_translate_v05,TRANSLATE,C5,D8,28102,54,CLEARANCE_OVERLAP,79,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v05__L4__C5_D8__r03_s28103,scene_translate_v05,TRANSLATE,C5,D8,28103,54,CLEARANCE_OVERLAP,79,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v05__L4__C5_D8__r04_s28104,scene_translate_v05,TRANSLATE,C5,D8,28104,54,CLEARANCE_OVERLAP,79,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_translate_v05__L4__C5_D8__r05_s28105,scene_translate_v05,TRANSLATE,C5,D8,28105,54,CLEARANCE_OVERLAP,79,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v01__L4__C6_D4__r01_s28101,scene_fc_blocked_v01,FC_BLOCKED,C6,D4,28101,64,CLEARANCE_OVERLAP,40,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v01__L4__C6_D4__r02_s28102,scene_fc_blocked_v01,FC_BLOCKED,C6,D4,28102,64,CLEARANCE_OVERLAP,40,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v01__L4__C6_D4__r03_s28103,scene_fc_blocked_v01,FC_BLOCKED,C6,D4,28103,64,CLEARANCE_OVERLAP,40,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v01__L4__C6_D4__r04_s28104,scene_fc_blocked_v01,FC_BLOCKED,C6,D4,28104,64,CLEARANCE_OVERLAP,40,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v01__L4__C6_D4__r05_s28105,scene_fc_blocked_v01,FC_BLOCKED,C6,D4,28105,64,CLEARANCE_OVERLAP,40,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v02__L4__C6_D4__r01_s28101,scene_fc_blocked_v02,FC_BLOCKED,C6,D4,28101,53,CLEARANCE_OVERLAP,49,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v02__L4__C6_D4__r02_s28102,scene_fc_blocked_v02,FC_BLOCKED,C6,D4,28102,53,CLEARANCE_OVERLAP,49,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v02__L4__C6_D4__r03_s28103,scene_fc_blocked_v02,FC_BLOCKED,C6,D4,28103,53,CLEARANCE_OVERLAP,49,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v02__L4__C6_D4__r04_s28104,scene_fc_blocked_v02,FC_BLOCKED,C6,D4,28104,53,CLEARANCE_OVERLAP,49,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v02__L4__C6_D4__r05_s28105,scene_fc_blocked_v02,FC_BLOCKED,C6,D4,28105,53,CLEARANCE_OVERLAP,49,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v03__L4__C6_D4__r01_s28101,scene_fc_blocked_v03,FC_BLOCKED,C6,D4,28101,12,CLEARANCE_OVERLAP,33,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v03__L4__C6_D4__r02_s28102,scene_fc_blocked_v03,FC_BLOCKED,C6,D4,28102,12,CLEARANCE_OVERLAP,33,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v03__L4__C6_D4__r03_s28103,scene_fc_blocked_v03,FC_BLOCKED,C6,D4,28103,12,CLEARANCE_OVERLAP,33,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v03__L4__C6_D4__r04_s28104,scene_fc_blocked_v03,FC_BLOCKED,C6,D4,28104,12,CLEARANCE_OVERLAP,33,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v03__L4__C6_D4__r05_s28105,scene_fc_blocked_v03,FC_BLOCKED,C6,D4,28105,12,CLEARANCE_OVERLAP,33,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v04__L4__C6_D4__r01_s28101,scene_fc_blocked_v04,FC_BLOCKED,C6,D4,28101,89,CLEARANCE_OVERLAP,19,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v04__L4__C6_D4__r02_s28102,scene_fc_blocked_v04,FC_BLOCKED,C6,D4,28102,89,CLEARANCE_OVERLAP,19,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v04__L4__C6_D4__r03_s28103,scene_fc_blocked_v04,FC_BLOCKED,C6,D4,28103,89,CLEARANCE_OVERLAP,19,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v04__L4__C6_D4__r04_s28104,scene_fc_blocked_v04,FC_BLOCKED,C6,D4,28104,89,CLEARANCE_OVERLAP,19,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v04__L4__C6_D4__r05_s28105,scene_fc_blocked_v04,FC_BLOCKED,C6,D4,28105,89,CLEARANCE_OVERLAP,19,True,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v05__L4__C6_D4__r01_s28101,scene_fc_blocked_v05,FC_BLOCKED,C6,D4,28101,59,CLEARANCE_OVERLAP,26,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v05__L4__C6_D4__r02_s28102,scene_fc_blocked_v05,FC_BLOCKED,C6,D4,28102,59,CLEARANCE_OVERLAP,26,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v05__L4__C6_D4__r03_s28103,scene_fc_blocked_v05,FC_BLOCKED,C6,D4,28103,59,CLEARANCE_OVERLAP,26,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v05__L4__C6_D4__r04_s28104,scene_fc_blocked_v05,FC_BLOCKED,C6,D4,28104,59,CLEARANCE_OVERLAP,26,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_blocked_v05__L4__C6_D4__r05_s28105,scene_fc_blocked_v05,FC_BLOCKED,C6,D4,28105,59,CLEARANCE_OVERLAP,26,False,True,TRANSLATE,TRANSLATE,True,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_clear_v01__L4__C6_D4__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C6,D4,28101,53,NONE,,True,True,RETRIEVE,RETRIEVE,True,True,"{""action"": ""RETRIEVE""}"
v26__scene_fc_clear_v01__L4__C6_D4__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C6,D4,28102,53,BOTH,62,False,False,RETRIEVE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
v26__scene_fc_clear_v01__L4__C6_D4__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C6,D4,28103,53,NONE,,True,True,RETRIEVE,RETRIEVE,True,True,"{""action"": ""RETRIEVE""}"
v26__scene_fc_clear_v01__L4__C6_D4__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C6,D4,28104,53,NONE,,True,True,RETRIEVE,RETRIEVE,True,True,"{""action"": ""RETRIEVE""}"
v26__scene_fc_clear_v01__L4__C6_D4__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C6,D4,28105,53,NONE,,True,True,RETRIEVE,RETRIEVE,True,True,"{""action"": ""RETRIEVE""}"
v26__scene_fc_clear_v02__L4__C6_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C6,D4,28101,29,NONE,,True,True,RETRIEVE,RETRIEVE,True,True,"{""action"": ""RETRIEVE""}"
v26__scene_fc_clear_v02__L4__C6_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C6,D4,28102,29,CLEARANCE_OVERLAP,10,False,False,RETRIEVE,TRANSLATE,False,True,"{""action"": ""TRANSLATE""}"
